id,Price
0,6036334.2
1,14189520.15
2,11378363.256
3,11017810.44
4,5245453.044000001
5,6063462.802800001
6,7843456.2492
7,5645886.48
8,7287616.44
9,10095384.0
10,6036047.877600001
11,9183140.085600017
12,15203452.68
13,5153527.548
14,2596848.134400001
15,7740486.0
16,7387473.6
17,9572583.306
18,14631962.9508
19,3293619.919199999
20,13125682.159199998
21,14251208.4
22,10358940.8052
23,9568577.46
24,4636514.656800003
25,6457992.84
26,11017810.44
27,7269787.98
28,10296669.24
29,13338000.0
30,8085412.9044
31,5528554.7616
32,9679993.034400001
33,14040468.0
34,7269787.98
35,12887441.4708
36,6584970.6
37,8651916.0
38,5593734.9
39,21693479.8392
40,9991495.8
41,11438313.12
42,5196520.367999993
43,9736740.0
44,9372587.1096
45,9150221.901600001
46,7918812.392399996
47,11061648.0
48,9501795.576
49,10216908.0
50,16297519.914
51,8189265.24
52,7215057.72
53,4487854.644000001
54,12579957.0
55,8714160.0
56,11217258.0
57,11870820.0
58,7987728.06
59,13569011.4924
60,7670149.390800003
61,7657790.4
62,10799209.511999998
63,2072636.2800000005
64,17561700.0
65,7740486.0
66,6446966.76
67,13759556.382000007
68,11326985.28
69,19558158.515999995
70,18288867.308399998
71,2586149.28
72,18105885.954
73,10106380.44
74,7339216.716
75,7460388.0
76,20473296.48
77,5055516.367200005
78,3511095.1200000066
79,4675217.976000001
80,10419064.952399988
81,20165811.11999995
82,11301372.763200002
83,14274380.952000003
84,6153381.374399995
85,8065490.378399993
86,18624116.16000003
87,14311851.84
88,26331346.08
89,7727236.919999991
90,17925139.159199998
91,11225260.799999978
92,5046489.208799996
93,6751926.792
94,12791627.503200002
95,10927912.32
96,15247652.144399995
97,6586004.7396000065
98,5607660.6612
99,19558158.515999995
100,5631325.83
101,6751926.792
102,11564352.774
103,26153013.46320001
104,2708701.4916
105,17748863.262000002
106,7069140.0
107,6446966.76
108,17922893.04
109,12128688.0
110,4508629.9128
111,3856866.7644000007
112,2845428.4404
113,3156170.939999998
114,10718861.4
115,9076007.4912
116,8999915.090400003
117,8795655.18
118,5681899.079999997
119,11899274.4
120,3610984.291199997
121,17428897.98
122,6910862.4
123,6115454.326800001
124,3192228.0
125,14900050.526399992
126,10124856.2376
127,9419522.346000003
128,12244684.14
129,7273723.579200003
130,3413061.7091999995
131,13152068.279999997
132,17315474.591999996
133,5746632.84
134,4998406.608
135,12820841.28
136,2836548.0
137,14544644.4
138,19241947.4364
139,17353725.012000002
140,15788795.255999997
141,11106730.44
142,2259581.2433999996
143,9446138.7696
144,11326985.28
145,7380565.4052
146,4159979.927999999
147,11088800.611200003
148,2708701.4916
149,12791627.503200002
150,7193628.0
151,13585725.784799999
152,5834130.12
153,14761540.731600001
154,2596464.0
155,7412637.96
156,5452218.72
157,14552263.954799993
158,17649139.48199997
159,5738544.676799999
160,19558158.515999995
161,6801490.8
162,20610230.6124
163,10779688.607999982
164,11941503.39720001
165,13880412.0
166,15764554.774800004
167,18295023.24
168,11870820.0
169,14451625.188
170,6080862.668400001
171,22392938.786400005
172,4079160.54
173,2784961.9512000014
174,4738111.091999999
175,9772308.0
176,15552108.0
177,3424800.0384000028
178,14218308.0
179,18532909.1376
180,8117934.949800002
181,14841935.971200012
182,13240099.080000002
183,17303294.923200008
184,10081925.6616
185,3993294.9420000003
186,3517163.9100000067
187,14415203.556000002
188,8122825.994400002
189,5148468.0
190,2480868.0
191,9758329.776
192,11311335.36
193,10699532.859600002
194,3407058.72
195,4126746.077999997
196,5975468.459999995
197,4832505.896400001
198,8591219.207999997
199,17991507.2688
200,16471775.548800018
201,6023447.913600005
202,17607151.458
203,12580266.441599997
204,15008362.2
205,3020434.56
206,7392897.72
207,11116422.72
208,12330499.053599998
209,6782906.52
210,16593484.205999998
211,20442708.0
212,7787682.9576
213,5227639.7003999995
214,7827406.189200002
215,11225260.799999978
216,7391581.704000001
217,10696771.004400002
218,4121833.2479999964
219,20318486.76
220,2456844.483600005
221,14589549.0
222,4668011.8992000045
223,5987916.815399996
224,12238977.254399998
225,16619148.0
226,8438508.0
227,7588554.175800001
228,5730279.562799998
229,3229307.64
230,6173448.84
231,12845632.175999999
232,10359180.0
233,14972882.2308
234,14589549.0
235,7375746.830400001
236,16621371.0
237,2785370.0939999996
238,5961552.48
239,4878832.3272
240,10289303.7
241,14009682.117599998
242,10157207.111999987
243,10629496.79999998
244,4935380.1120000025
245,13243300.2
246,5164672.780799998
247,3824707.068
248,12406007.25
249,6946048.933199999
250,10593839.88
251,10629496.79999998
252,16258835.268
253,25773550.92
254,4020962.4
255,14218308.0
256,10454983.297199992
257,5073928.142400005
258,13377000.312000005
259,6067748.746799998
260,10836742.643999979
261,17171913.8448
262,5245453.044000001
263,10628065.188
264,3370690.44
265,17397946.706399992
266,7095949.38
267,13125682.159199998
268,6572751.2136
269,12926255.94
270,4967471.34
271,16158906.972000001
272,2845428.4404
273,3260698.1784000006
274,5126647.032000001
275,8340696.0
276,3281148.0
277,3058848.0
278,16929345.42
279,3918751.9721999974
280,8733635.258399999
281,10779688.607999982
282,9380467.792800002
283,10036355.94
284,3915332.553599999
285,2393094.1788000036
286,2292001.92
287,7075765.429199999
288,5778732.96
289,5824577.444400003
290,2799859.608
291,6948439.992000001
292,10436094.9108
293,20247884.28
294,2360381.4
295,6438883.932
296,3407058.72
297,10036355.94
298,3915332.553599999
299,2393094.1788000036
300,2292001.92
301,7075765.429199999
302,5778732.96
303,5824577.444400003
304,2799859.608
305,6948439.992000001
306,10436094.9108
307,20247884.28
308,2360381.4
309,6438883.932
310,3407058.72
311,10036355.94
312,3915332.553599999
313,2393094.1788000036
314,2292001.92
315,7075765.429199999
316,5778732.96
317,5824577.444400003
318,2799859.608
319,6948439.992000001
320,10436094.9108
321,20247884.28
322,2360381.4
323,6438883.932
324,3407058.72
