id,Price
0,6897165.623289196
1,15260633.45719071
2,12897910.422523186
3,9830616.405850906
4,4617558.020992625
5,6105438.107484459
6,7200684.200909699
7,5784270.362040027
8,6474108.661562347
9,10617996.465107018
10,6899837.684843285
11,9212699.875755338
12,12976125.896177914
13,5113145.633032307
14,2696862.688714076
15,8372475.647779396
16,9864537.156950766
17,11289266.07984582
18,15907643.947122108
19,3349128.732840601
20,13309058.61095578
21,14031984.308932137
22,10225592.021784008
23,10299375.259614564
24,4674838.101806014
25,6415641.2918641465
26,9830616.405850906
27,7382977.067796652
28,8607996.197318438
29,13684704.353417868
30,9193199.753507229
31,4855206.47003285
32,10164202.522889324
33,9929143.181337154
34,7382977.067796652
35,13087570.170216529
36,4877783.708095355
37,9602963.271957977
38,4980711.5881765215
39,21647934.725332025
40,10379601.08153944
41,11072340.929553457
42,5517279.816038733
43,12390137.852464894
44,11911003.68590177
45,10179456.370044935
46,6539693.80902911
47,11460200.467445469
48,7449168.39200528
49,7917763.613187233
50,13945032.221525734
51,9067397.13407881
52,7266980.635150782
53,3868773.338065028
54,12017134.75531757
55,9461598.691956917
56,10431560.653144164
57,15299677.37857612
58,6355827.189826221
59,13818651.465359775
60,8368567.138497703
61,9368846.39475962
62,9186050.940020217
63,3194162.9441270605
64,15544564.428415528
65,8372475.647779396
66,6346144.746073684
67,11487976.95096252
68,10257641.541767132
69,18855890.284815334
70,24120676.295131885
71,2799993.0547061623
72,19483073.18688837
73,8552012.949829014
74,10364719.133985303
75,7086981.4156682165
76,18880058.62284583
77,4416834.578974749
78,5353970.298086751
79,4289167.57496475
80,11970052.912943242
81,17791511.84795451
82,9449784.72657128
83,14498736.0759888
84,5842650.328355055
85,9555989.02724206
86,17222278.96100484
87,13652567.85443231
88,22742360.61936774
89,11180351.904036537
90,18625672.16470216
91,12815822.471941898
92,4515341.841152869
93,6074465.30924893
94,13392073.23227384
95,10153113.50845209
96,13510406.9025654
97,6870750.452295138
98,5743782.586522589
99,18855890.284815334
100,5607233.796203401
101,6074465.30924893
102,14677217.214320634
103,31059742.97669354
104,3770562.590809112
105,19622051.196733747
106,8160056.6591422
107,6346144.746073684
108,16041508.31994927
109,11262452.582364568
110,6780232.475395266
111,2957444.451126666
112,3174898.439122457
113,3565706.376099106
114,11541147.720352706
115,8757475.913614666
116,10177670.089096723
117,7696223.9975672
118,6385069.763947255
119,12452516.379133752
120,3917134.833899927
121,18105933.455664147
122,7280502.713351969
123,7627565.306006575
124,2819077.211917493
125,14584517.424115818
126,14145020.046855554
127,10802016.046827516
128,12047490.184595931
129,8758792.235781744
130,3842824.1338452487
131,13719432.623798108
132,14069258.126343776
133,5800501.5982954325
134,4569951.27865515
135,15574166.85890966
136,3382708.3503273223
137,13932337.612640971
138,23937240.682237767
139,18518142.695581127
140,17825365.496233903
141,15592787.111512944
142,3340479.521263053
143,11514561.85898592
144,10257641.541767132
145,5130355.762809366
146,4020325.802147394
147,12818599.558570549
148,3770562.590809112
149,13392073.23227384
150,8621345.31297011
151,12177947.717592657
152,7105955.752479827
153,12945042.373983772
154,2701928.1035838737
155,11537249.40452191
156,5510675.562556289
157,12830085.932128442
158,18283178.795383323
159,6390412.523105837
160,18855890.284815334
161,11034650.998595975
162,20122861.32068488
163,11361455.459564744
164,11270359.26138492
165,16502264.84674405
166,13257480.679396924
167,17895782.783869296
168,15299677.37857612
169,10105756.55289998
170,8295282.451461542
171,17472404.586051237
172,3545449.893496462
173,3028790.128994656
174,5161829.775254418
175,9272914.988025788
176,14380372.980574451
